year,DtanKHA_03_,DtanKHA_06_,DtanKHA_09_,DtanKHA_12_,DtanKHA_14_,DtanKHA_15_,DtanKHA_16_,DtanKHA_17_,DtanKHA_19_,DtanKHA_20_
1680,0,9.61250114440918
1681,0,10.462907791137695
1682,0,11.05578899383545
1683,0,11.809792518615723
1684,0,12.639358520507812
1685,0,13.020479202270508
1686,0,13.761983871459961
1687,0,13.831482887268066,14.45931339263916
1688,0,11.81606388092041,14.233638763427734
1689,0,11.814337730407715,14.299373626708984
1690,0,11.978360176086426,15.036983489990234
1691,0,12.615564346313477,13.131782531738281
1692,0,13.883642196655273,15.403037071228027
1693,0,12.148213386535645,14.80595874786377
1694,0,12.0594482421875,13.323812484741211
1695,0,13.814759254455566,13.968961715698242
1696,0,13.176066398620605,14.421001434326172
1697,0,14.056965827941895,15.58165454864502
1698,0,13.47415542602539,16.648265838623047
1699,0,12.552162170410156,15.528716087341309
1700,0,13.14596939086914,14.649813652038574
1701,0,12.259818077087402,14.15485954284668
1702,0,13.5141019821167,14.825726509094238
1703,0,12.543108940124512,14.584540367126465
1704,0,11.82922649383545,14.629372596740723
1705,0,13.81497859954834,13.784210205078125
1706,0,13.761612892150879,14.662306785583496
1707,0,12.196292877197266,15.001392364501953
1708,0,10.906161308288574,15.210641860961914
1709,0,13.661459922790527,14.447429656982422,0,15.802271842956543
1710,0,12.565048217773438,14.55398178100586,0,15.693609237670898
1711,0,12.533957481384277,15.71331787109375,0,14.851325035095215
1712,0,15.75607967376709,17.15951919555664,0,16.21413803100586
1713,0,13.926302909851074,15.30196475982666,0,15.23831558227539,16.344928741455078
1714,0,12.849571228027344,14.3554105758667,0,16.367286682128906,17.431394577026367
1715,0,14.559958457946777,13.965826988220215,0,15.56192398071289,17.22165870666504
1716,0,14.427953720092773,14.74544620513916,0,16.698747634887695,17.19688606262207
1717,0,15.672920227050781,13.159146308898926,0,15.934549331665039,17.882219314575195
1718,0,15.602797508239746,16.504993438720703,0,16.183740615844727,17.877811431884766
1719,0,14.487174034118652,16.541006088256836,0,15.878864288330078,16.587724685668945,0,0,0,12.0894775390625
1720,0,12.692200660705566,14.97136402130127,0,15.253870964050293,14.854254722595215,0,0,0,14.563963890075684
1721,0,14.435245513916016,15.099122047424316,0,14.154828071594238,15.383119583129883,0,0,0,14.78458023071289
1722,0,14.903265953063965,15.328506469726562,0,16.23657989501953,14.72429370880127,0,0,0,16.014753341674805
1723,0,13.91850757598877,16.54805564880371,0,15.971922874450684,15.813554763793945,0,0,0,17.10828399658203
1724,0,12.339422225952148,16.242416381835938,0,15.391124725341797,14.99496841430664,0,0,0,14.284444808959961
1725,0,13.810429573059082,16.284730911254883,0,14.935139656066895,15.531947135925293,0,0,0,14.143583297729492
1726,0,13.729387283325195,16.44300079345703,0,15.589507102966309,16.75179100036621,0,0,0,14.579224586486816
1727,0,13.948257446289062,15.721948623657227,0,16.343793869018555,15.287557601928711,0,0,0,14.343634605407715
1728,0,13.532153129577637,16.164579391479492,0,15.899287223815918,13.98375129699707,0,0,0,14.523017883300781
1729,0,15.746335983276367,17.950498580932617,0,16.96768569946289,15.293261528015137,0,0,0,14.085447311401367
1730,0,15.271233558654785,18.137414932250977,0,15.246896743774414,14.78481674194336,0,0,0,14.03443717956543
1731,0,18.382184982299805,21.39010238647461,0,17.69371223449707,19.876264572143555,0,0,0,17.74614906311035
1732,0,16.969871520996094,19.326879501342773,0,16.50470542907715,19.511363983154297,0,0,0,16.693254470825195
1733,0,14.8031005859375,19.644399642944336,0,16.474008560180664,17.27825164794922,0,0,0,15.574572563171387
1734,0,14.486351013183594,17.67009925842285,0,15.255373001098633,15.247843742370605,0,0,0,12.867989540100098
1735,0,14.32508659362793,17.7344970703125,0,16.20557403564453,18.15630340576172,0,0,0,15.160445213317871
1736,0,15.45590877532959,20.136554718017578,0,16.08710289001465,17.54298973083496,0,0,0,15.278278350830078
1737,0,15.337339401245117,19.139272689819336,0,17.024385452270508,15.337089538574219,0,0,0,14.185558319091797
1738,0,17.250417709350586,21.432153701782227,0,16.233402252197266,20.75539207458496,0,0,0,15.779289245605469
1739,0,16.66794204711914,20.763978958129883,0,16.483278274536133,16.135379791259766,0,0,0,14.04459285736084
1740,0,16.14426612854004,18.997129440307617,0,16.939733505249023,16.964977264404297,0,0,0,14.527052879333496
1741,0,17.372032165527344,21.575908660888672,0,17.543188095092773,21.61326789855957,0,0,0,14.741450309753418
1742,0,16.38648223876953,20.86821746826172,0,15.520106315612793,20.831174850463867,0,0,0,16.761150360107422
1743,0,16.82828140258789,19.480009078979492,0,17.365447998046875,15.685253143310547,0,0,0,12.874326705932617
1744,0,14.581436157226562,16.2750186920166,0,17.23330307006836,13.479016304016113,7.657955169677734,0,0,11.237410545349121
1745,0,16.376495361328125,15.261662483215332,0,18.224754333496094,16.424100875854492,0,0,0,15.88058853149414
1746,15.082450866699219,18.298583984375,16.681324005126953,0,17.610515594482422,16.83159065246582,19.9220027923584,0,0,14.009535789489746
1747,15.28646469116211,14.648865699768066,16.442615509033203,0,17.92677116394043,13.60358715057373,16.146175384521484,0,0,12.809247970581055
1748,16.206735610961914,18.672836303710938,15.162782669067383,0,17.5974063873291,20.25249481201172,17.351058959960938,0,0,14.404847145080566
1749,14.275206565856934,17.749948501586914,16.7661190032959,0,16.8323974609375,20.238239288330078,16.915771484375,0,0,13.391525268554688
1750,15.621173858642578,15.063260078430176,14.3543062210083,0,17.52241325378418,18.021299362182617,15.114635467529297,0,0,12.064746856689453
1751,14.769293785095215,16.67701530456543,17.52091407775879,0,17.327394485473633,20.313215255737305,16.375858306884766,0,0,13.734630584716797
1752,14.247745513916016,15.675652503967285,17.25057601928711,0,17.24095344543457,17.303443908691406,15.883867263793945,0,0,11.590396881103516
1753,15.447641372680664,14.553176879882812,15.106616973876953,0,18.138673782348633,17.50443458557129,14.603034973144531,0,0,13.665973663330078
1754,16.248355865478516,18.70939064025879,18.96165657043457,0,18.074003219604492,22.91567611694336,16.703102111816406,0,0,16.106996536254883
1755,15.316654205322266,19.04892349243164,19.70334815979004,0,17.7122859954834,23.109577178955078,17.830947875976562,0,0,15.163741111755371
1756,17.17237091064453,21.13483238220215,18.94439125061035,0,18.45722007751465,21.800519943237305,17.66700553894043,0,0,14.260096549987793
1757,14.738053321838379,17.243324279785156,16.108781814575195,0,16.84814453125,15.376940727233887,14.005125045776367,0,0,11.064507484436035
1758,14.072100639343262,21.075788497924805,17.905935287475586,0,15.980186462402344,17.726110458374023,14.84133243560791,0,0,12.813477516174316
1759,15.446672439575195,15.365901947021484,15.628239631652832,0,16.560279846191406,16.690706253051758,14.641134262084961,0,0,13.232699394226074
1760,17.599769592285156,16.824481964111328,17.751480102539062,0,16.747161865234375,20.716529846191406,16.47621726989746,0,0,16.177501678466797
1761,17.650325775146484,16.766647338867188,16.70806121826172,9.753506660461426,18.252750396728516,17.54836654663086,15.75760555267334,0,0,12.781489372253418
1762,15.897581100463867,16.588529586791992,17.22686767578125,11.181326866149902,17.35336685180664,17.104469299316406,16.592548370361328,0,0,12.923868179321289
1763,14.315896034240723,15.621861457824707,14.608720779418945,11.45162582397461,17.878463745117188,18.057857513427734,16.89826202392578,0,0,10.990059852600098
1764,16.633365631103516,20.143054962158203,16.599462509155273,14.735638618469238,17.837554931640625,21.945688247680664,18.48297119140625,0,0,14.6886625289917
1765,16.64620590209961,16.871660232543945,17.185800552368164,13.960973739624023,18.655057907104492,17.518779754638672,15.191167831420898,0,0,12.615961074829102
1766,13.214991569519043,17.095186233520508,15.80980396270752,11.534696578979492,16.9727840423584,18.760873794555664,14.945966720581055,0,0,11.346721649169922
1767,15.296854972839355,18.232723236083984,18.3704776763916,15.824286460876465,17.81081771850586,18.114408493041992,16.22488784790039,0,0,11.160764694213867
1768,15.218100547790527,18.34065055847168,17.601778030395508,14.796930313110352,17.548959732055664,18.60318946838379,16.708053588867188,0,0,13.01777172088623
1769,16.418392181396484,19.13395881652832,17.395450592041016,15.327549934387207,18.027101516723633,18.377206802368164,15.330842971801758,0,0,13.274953842163086
1770,16.417373657226562,16.034109115600586,16.42009925842285,14.2709321975708,17.339214324951172,18.058927536010742,15.12940788269043,0,0,13.510695457458496
1771,18.762664794921875,21.170442581176758,19.221080780029297,16.287128448486328,18.07876968383789,22.69243621826172,17.812868118286133,0,0,18.193584442138672
1772,18.744535446166992,20.604061126708984,19.32614517211914,16.45292854309082,18.79343032836914,22.254638671875,17.41783332824707,0,0,15.228939056396484
1773,20.04474639892578,21.260156631469727,20.64297866821289,17.021583557128906,20.169328689575195,23.0249080657959,18.72447967529297,0,0,18.12141990661621
1774,16.886335372924805,19.826984405517578,20.292001724243164,15.999120712280273,18.393260955810547,21.370765686035156,16.726465225219727,0,0,14.307336807250977
1775,15.243765830993652,18.574899673461914,16.94960594177246,15.153706550598145,17.69688606262207,19.311805725097656,14.258339881896973,0,0,11.495611190795898
1776,17.24912452697754,19.324289321899414,17.571990966796875,14.929747581481934,18.147621154785156,19.690383911132812,15.071067810058594,0,0,11.787317276000977
1777,16.63762855529785,19.437644958496094,18.24224281311035,16.281017303466797,17.96439552307129,18.835878372192383,15.432703971862793,0,0,11.720568656921387
1778,17.474340438842773,19.866291046142578,17.6536808013916,15.23845386505127,17.014751434326172,16.985597610473633,14.09837532043457,0,0,12.113112449645996
1779,18.868106842041016,20.601154327392578,19.691478729248047,16.226083755493164,19.17822265625,18.868236541748047,15.786004066467285,0,0,14.29337215423584
1780,19.255638122558594,22.07441520690918,20.104074478149414,17.15955352783203,20.15616226196289,20.384674072265625,17.45134735107422,0,0,15.189675331115723
1781,18.95235252380371,21.208276748657227,19.869483947753906,16.096662521362305,18.638525009155273,19.373292922973633,16.604267120361328,0,0,16.893014907836914
1782,16.674610137939453,20.302581787109375,18.201154708862305,15.157224655151367,17.757389068603516,18.20505142211914,15.540375709533691,0,0,16.48691177368164
1783,19.568866729736328,23.09325408935547,22.062856674194336,18.496009826660156,20.0390625,22.42896270751953,18.878725051879883,0,0,18.42593765258789
1784,15.509817123413086,19.614757537841797,17.743316650390625,15.69529914855957,19.546972274780273,16.535459518432617,15.524650573730469,0,0,14.069586753845215
1785,15.023028373718262,20.764480590820312,17.253171920776367,15.874808311462402,18.88472557067871,16.594619750976562,15.276573181152344,0,0,14.189742088317871
1786,17.9252872467041,20.807462692260742,19.13266372680664,18.06869888305664,19.49070167541504,18.976360321044922,17.054340362548828,0,0,16.79500961303711
1787,16.6810245513916,20.707416534423828,22.16576385498047,18.108131408691406,18.75496482849121,19.792631149291992,16.736854553222656,0,0,16.70023536682129
1788,16.920835494995117,21.66890525817871,21.893539428710938,18.015470504760742,18.425212860107422,20.28594398498535,17.153766632080078,0,0,18.386138916015625
1789,15.674341201782227,19.715084075927734,21.8583984375,17.049327850341797,18.439592361450195,18.794414520263672,15.79507064819336,0,0,16.034345626831055
1790,16.250045776367188,20.45564079284668,21.80344009399414,16.17073631286621,0,18.867828369140625,16.028573989868164,0,0,15.26525592803955
1791,16.579357147216797,18.059898376464844,20.654109954833984,15.419109344482422,0,17.081989288330078,14.938244819641113,0,0,14.046368598937988
1792,15.628314971923828,19.009811401367188,19.580875396728516,15.466285705566406,0,17.452863693237305,16.89851188659668,0,13.510645866394043,15.130629539489746
1793,15.437246322631836,19.28458595275879,19.577363967895508,16.816930770874023,0,16.06849479675293,15.660544395446777,0,14.594128608703613,15.088369369506836
1794,16.613269805908203,18.886037826538086,19.015338897705078,17.41070556640625,17.98175048828125,15.573769569396973,16.8612060546875,0,15.020369529724121,14.92365550994873
1795,16.581954956054688,19.83930015563965,19.462923049926758,17.619142532348633,19.6468563079834,20.841148376464844,18.93796157836914,0,14.859235763549805,17.05198097229004
1796,17.435041427612305,20.605606079101562,20.500829696655273,19.725862503051758,22.979360580444336,19.342525482177734,18.538740158081055,0,16.462627410888672,16.018035888671875
1797,17.378311157226562,20.698589324951172,19.98166275024414,20.093400955200195,24.440309524536133,18.692468643188477,19.897085189819336,0,15.853407859802246,18.3492431640625
1798,18.097248077392578,21.819833755493164,19.90152931213379,20.20599937438965,23.198396682739258,21.417442321777344,18.53199005126953,0,15.630516052246094,17.898019790649414
1799,17.317113876342773,21.591691970825195,21.06594467163086,20.466522216796875,24.61368751525879,21.45985984802246,25.96236228942871,0,16.38047981262207,19.374670028686523
1800,16.7188663482666,18.32520866394043,19.288209915161133,18.510276794433594,25.38739013671875,20.83635902404785,0,0,13.164618492126465,16.547706604003906
1801,17.54323387145996,21.25638198852539,19.611310958862305,18.48307228088379,23.74609375,19.5029354095459,0,0,13.839101791381836,16.063024520874023
1802,17.88666534423828,21.44561004638672,20.17606544494629,19.907958984375,23.704227447509766,21.94013786315918,0,0,15.170941352844238,17.47412872314453
1803,17.26066017150879,19.319364547729492,19.31827163696289,17.939817428588867,21.059106826782227,18.920625686645508,0,0,14.51939868927002,16.422632217407227
1804,15.33144760131836,18.59857749938965,18.550569534301758,19.26127815246582,19.604101181030273,18.96681022644043,0,0,14.265628814697266,14.977672576904297
1805,17.60055160522461,20.633466720581055,19.218809127807617,19.06689453125,21.353130340576172,20.283510208129883,0,0,15.641315460205078,16.854496002197266
1806,15.42326831817627,19.934911727905273,20.302120208740234,19.80036735534668,21.395143508911133,19.601959228515625,0,0,15.084362030029297,15.646327018737793
1807,16.34907341003418,21.625255584716797,18.864999771118164,20.996517181396484,18.131425857543945,22.487009048461914,0,0,16.5146541595459,17.07649803161621
1808,16.015235900878906,21.26786994934082,21.406946182250977,18.721012115478516,20.884620666503906,20.080154418945312,0,0,16.708696365356445,15.466960906982422
1809,18.432485580444336,23.725027084350586,19.383419036865234,22.047950744628906,20.72440528869629,16.659048080444336,0,0,16.358564376831055,19.088947296142578
1810,18.750822067260742,21.231576919555664,20.925683975219727,20.19355010986328,20.644853591918945,21.996246337890625,0,0,13.867093086242676,17.021812438964844
1811,16.53957748413086,20.5776309967041,22.798337936401367,15.376729965209961,20.059032440185547,20.110273361206055,13.60827922821045,0,13.692265510559082,16.007265090942383
1812,20.372283935546875,24.940143585205078,19.806350708007812,15.413602828979492,19.193334579467773,19.504531860351562,23.851503372192383,0,16.40700912475586,18.767894744873047
1813,20.558795928955078,26.201515197753906,22.021556854248047,16.695476531982422,21.307266235351562,20.86962890625,24.950965881347656,0,16.430936813354492,19.911903381347656
1814,19.879152297973633,23.950044631958008,21.42737579345703,16.178834915161133,22.195356369018555,20.147855758666992,22.595693588256836,0,15.413942337036133,17.718006134033203
1815,18.604381561279297,22.886381149291992,20.424654006958008,16.512426376342773,21.990373611450195,19.172903060913086,23.178741455078125,0,17.659109115600586,18.64568328857422
1816,18.224294662475586,21.74709129333496,19.596555709838867,14.995643615722656,19.32814598083496,22.441818237304688,20.90671730041504,0,14.736067771911621,15.845742225646973
1817,18.439157485961914,23.151527404785156,20.0766544342041,14.41998291015625,20.368446350097656,21.114614486694336,21.21425437927246,0,14.880661010742188,17.365415573120117
1818,17.020469665527344,19.934093475341797,19.35669708251953,16.604040145874023,20.120935440063477,20.93018913269043,22.338857650756836,0,15.214298248291016,15.636200904846191
1819,17.950042724609375,21.495853424072266,18.976051330566406,21.52748680114746,19.838167190551758,20.482376098632812,23.097084045410156,0,14.431995391845703,17.777814865112305
1820,18.457599639892578,23.6343994140625,20.736183166503906,18.845075607299805,20.96116828918457,20.2976016998291,22.957948684692383,0,15.736846923828125,17.80984115600586
1821,17.71371078491211,21.07809066772461,21.124513626098633,20.238862991333008,20.981529235839844,22.71660804748535,23.915559768676758,0,14.415138244628906,15.619304656982422
1822,19.416540145874023,20.969127655029297,21.1649112701416,20.025794982910156,20.5286808013916,22.94309425354004,22.695035934448242,0,14.49767017364502,14.276456832885742
1823,19.323444366455078,20.153793334960938,20.328561782836914,17.425193786621094,17.76015281677246,22.448904037475586,24.160804748535156,0,13.16300106048584,14.585250854492188
1824,20.7689151763916,23.02817153930664,21.67609977722168,16.761423110961914,21.862079620361328,20.180700302124023,18.460041046142578,0,15.04560375213623,17.968624114990234
1825,22.08123207092285,25.566070556640625,0,16.14735984802246,18.323026657104492,23.38683319091797,21.66510009765625,0,15.942432403564453,19.79549217224121
1826,21.671192169189453,24.762516021728516,22.296659469604492,21.68462371826172,20.222068786621094,22.228614807128906,24.10788917541504,0,15.028715133666992,18.512510299682617
1827,21.757709503173828,24.368865966796875,22.866703033447266,20.306991577148438,20.829797744750977,22.627073287963867,22.448781967163086,0,16.74127197265625,18.839815139770508
1828,16.61560821533203,18.37862205505371,19.87588119506836,20.001941680908203,18.58538818359375,24.849557876586914,24.32816505432129,0,15.965174674987793,15.320070266723633
1829,16.581449508666992,20.42536163330078,21.260589599609375,21.081682205200195,19.7044734954834,23.534780502319336,26.733346939086914,0,15.937206268310547,16.519163131713867
1830,16.866069793701172,18.892271041870117,20.745941162109375,19.483434677124023,18.35429573059082,36.30619430541992,25.614093780517578,0,15.07021427154541,16.629945755004883
1831,18.090084075927734,19.653850555419922,21.292377471923828,20.090124130249023,19.434553146362305,22.992595672607422,23.878765106201172,0,16.021652221679688,15.97740364074707
1832,19.501216888427734,22.67504119873047,22.371061325073242,20.885711669921875,19.944812774658203,25.433576583862305,28.820079803466797,0,16.339920043945312,18.082233428955078
1833,20.930973052978516,22.742624282836914,19.974660873413086,21.15093994140625,18.10247230529785,0,0,0,17.232595443725586,18.740673065185547
1834,18.736297607421875,20.52602767944336,20.22186279296875,19.26483154296875,19.480527877807617,23.35897445678711,0,8.252215385437012,15.94675350189209,15.649782180786133
1835,18.615095138549805,20.538789749145508,20.331331253051758,18.74998664855957,19.973695755004883,24.416309356689453,34.98075485229492,9.965312004089355,16.366086959838867,16.788021087646484
1836,18.579456329345703,19.71976089477539,19.38052749633789,19.210405349731445,17.93703842163086,24.993022918701172,0,11.026266098022461,16.00459098815918,17.008304595947266
1837,22.139240264892578,25.394210815429688,21.083507537841797,22.6745548248291,19.93802261352539,28.135498046875,31.87188720703125,10.54000473022461,18.239404678344727,20.385704040527344
1838,20.31968116760254,23.540599822998047,19.963117599487305,20.08291244506836,21.56592559814453,26.25798797607422,20.028886795043945,9.96728801727295,15.472254753112793,16.639781951904297
1839,21.21794319152832,21.621383666992188,20.671388626098633,21.31300926208496,21.73990249633789,28.246164321899414,14.023063659667969,11.627556800842285,17.582563400268555,18.816204071044922
1840,19.694124221801758,20.144651412963867,20.50700569152832,20.746963500976562,20.24237823486328,27.109817504882812,20.584102630615234,12.103652954101562,17.25663185119629,16.96723747253418
1841,18.39148712158203,18.02092170715332,20.756948471069336,20.97504997253418,21.773630142211914,26.806427001953125,24.12482452392578,11.10244369506836,0,14.605545043945312
1842,18.984880447387695,19.371700286865234,21.833450317382812,22.421871185302734,20.453554153442383,25.19310188293457,26.535099029541016,11.262628555297852,0,19.282522201538086
1843,17.145910263061523,21.69320297241211,20.686851501464844,21.282604217529297,19.284372329711914,0,0,11.41024398803711,0,17.024587631225586
1844,18.77074432373047,22.562850952148438,21.73343276977539,21.75310516357422,21.84625816345215,0,25.061582565307617,10.820725440979004,0,18.138158798217773
1845,18.045665740966797,21.69010353088379,20.41256332397461,20.672456741333008,20.243896484375,0,25.430007934570312,10.159873008728027,0,15.976177215576172
1846,18.01226234436035,18.395898818969727,21.167030334472656,20.61203384399414,21.52635383605957,0,27.15321159362793,10.202256202697754,0,16.51365852355957
1847,21.34491729736328,22.671480178833008,22.03285026550293,22.06330680847168,21.305328369140625,0,26.05292320251465,11.738656997680664,0,20.13422966003418
1848,18.9525089263916,17.51189613342285,21.794479370117188,19.782617568969727,20.883338928222656,0,23.49552345275879,12.746321678161621,0,16.854045867919922
1849,22.030181884765625,21.46407127380371,19.525510787963867,14.548741340637207,21.556198120117188,23.66668701171875,22.228639602661133,13.674092292785645,0,18.53171730041504
1850,20.345972061157227,21.15530014038086,23.156660079956055,17.3747615814209,20.320262908935547,24.403934478759766,24.89008903503418,14.547730445861816,0,18.004545211791992
1851,20.63679313659668,20.284069061279297,20.757661819458008,18.535165786743164,21.216867446899414,22.048669815063477,24.20759391784668,14.249894142150879,0,16.8372802734375
1852,19.38814353942871,18.493026733398438,21.051183700561523,15.89570426940918,20.10272789001465,17.480772018432617,23.952917098999023,12.732397079467773,0,15.588859558105469
1853,17.466630935668945,16.240739822387695,21.054420471191406,19.58165740966797,20.739707946777344,15.66878604888916,25.173477172851562,12.402763366699219,0,15.17978572845459
1854,18.94542121887207,18.971675872802734,19.075054168701172,20.999950408935547,19.427385330200195,16.50311851501465,25.898481369018555,14.92271614074707,17.49441909790039,17.41656494140625
1855,15.913505554199219,19.0692195892334,19.952760696411133,20.94344139099121,19.022048950195312,16.85416030883789,25.920278549194336,13.145222663879395,15.496240615844727,16.494539260864258
1856,16.63996124267578,17.23866081237793,20.56580924987793,18.656795501708984,20.02421760559082,14.13695240020752,25.1887264251709,13.487931251525879,18.657194137573242,14.920844078063965
1857,18.948165893554688,19.58884048461914,19.865562438964844,22.545692443847656,21.210634231567383,16.17023468017578,23.756336212158203,14.786258697509766,0,16.856882095336914
1858,20.175308227539062,21.537580490112305,22.13836097717285,21.92009735107422,22.78934097290039,17.92241096496582,26.500530242919922,14.8487548828125,19.347200393676758,19.329605102539062
1859,17.44283103942871,22.651473999023438,20.89161491394043,18.594823837280273,18.911346435546875,17.981386184692383,19.276397705078125,13.959050178527832,17.451961517333984,18.44389533996582
1860,17.738807678222656,20.77121353149414,22.221765518188477,19.41429901123047,19.605634689331055,15.300416946411133,20.239078521728516,15.081732749938965,19.112112045288086,17.15814971923828
1861,17.768224716186523,21.340713500976562,20.751461029052734,21.020280838012695,21.48185157775879,17.59079933166504,20.263885498046875,15.094450950622559,19.295806884765625,19.525184631347656
1862,18.492534637451172,21.250568389892578,21.624399185180664,21.181119918823242,19.590293884277344,18.164886474609375,22.304536819458008,16.23491096496582,19.91169548034668,22.72286033630371
1863,16.374805450439453,18.31319236755371,18.89495849609375,18.720853805541992,19.1839656829834,14.282444953918457,22.14788818359375,15.619235038757324,17.8767147064209,21.82712173461914
1864,19.6983699798584,20.23027801513672,20.285818099975586,20.781333923339844,20.178836822509766,15.785039901733398,0,15.884550094604492,18.854999542236328,20.882122039794922
1865,18.479736328125,18.04191017150879,21.400846481323242,18.012664794921875,17.91623306274414,13.313508987426758,16.940170288085938,16.239503860473633,18.57244300842285,20.829191207885742
1866,20.540193557739258,21.265836715698242,22.586986541748047,21.23403549194336,20.699907302856445,18.43681526184082,18.839136123657227,16.771862030029297,20.76714515686035,21.958131790161133
1867,21.007871627807617,22.531822204589844,23.22088623046875,19.00885009765625,20.736974716186523,18.848438262939453,17.31610107421875,16.14439582824707,20.598217010498047,17.35565757751465
1868,19.587997436523438,18.669652938842773,22.259933471679688,19.22077751159668,19.954097747802734,17.107067108154297,17.830549240112305,16.938426971435547,19.979793548583984,19.67278480529785
1869,22.01626205444336,25.81314468383789,21.95514678955078,20.883548736572266,21.897737503051758,0,21.709068298339844,19.03557777404785,21.798425674438477,22.601058959960938
1870,17.417543411254883,22.43410873413086,22.17302131652832,18.32666778564453,19.72534942626953,21.20276641845703,18.216819763183594,16.813161849975586,17.2018985748291,19.35379409790039
1871,18.767492294311523,19.38463020324707,22.417943954467773,20.720413208007812,20.42972183227539,19.659048080444336,18.021947860717773,16.76125144958496,18.88241195678711,19.670913696289062
1872,18.24098014831543,19.516056060791016,21.5379695892334,18.804676055908203,18.325532913208008,18.39435386657715,16.62901496887207,16.71697998046875,19.398447036743164,20.00101089477539
